time,target
2011-03-08 00:00:00,1.39023
2011-03-08 12:00:00,1.3881700000000001
2011-03-09 00:00:00,1.39045
2011-03-09 12:00:00,1.3844699999999999
2011-03-10 00:00:00,1.37999
2011-03-10 12:00:00,1.3771
2011-03-11 00:00:00,1.39016
2011-03-11 12:00:00,1.39676
2011-03-14 00:00:00,1.39935
2011-03-14 12:00:00,1.38755
2011-03-15 00:00:00,1.39714
2011-03-15 12:00:00,1.39338
2011-03-16 00:00:00,1.39121
2011-03-16 12:00:00,1.4020299999999999
2011-03-17 00:00:00,1.40152
2011-03-17 12:00:00,1.41093
2011-03-18 00:00:00,1.4179300000000001
2011-03-18 12:00:00,1.4163299999999999
2011-03-21 00:00:00,1.42138
2011-03-21 12:00:00,1.4243700000000001
2011-03-22 00:00:00,1.4188399999999999
2011-03-22 12:00:00,1.4195
2011-03-23 00:00:00,1.40988
2011-03-23 12:00:00,1.41277
2011-03-24 00:00:00,1.41802
2011-03-24 12:00:00,1.41574
2011-03-25 00:00:00,1.40868
2011-03-25 12:00:00,1.40484
2011-03-28 00:00:00,1.40819
2011-03-28 12:00:00,1.41161
2011-03-29 00:00:00,1.4108399999999999
2011-03-29 12:00:00,1.40757
2011-03-30 00:00:00,1.41253
2011-03-30 12:00:00,1.42197
2011-03-31 00:00:00,1.41736
2011-03-31 12:00:00,1.41563
2011-04-01 00:00:00,1.42344
2011-04-01 12:00:00,1.42109
2011-04-04 00:00:00,1.42177
2011-04-04 12:00:00,1.41747
2011-04-05 00:00:00,1.42183
2011-04-05 12:00:00,1.43015
2011-04-06 00:00:00,1.43299
2011-04-06 12:00:00,1.4279
2011-04-07 00:00:00,1.43037
2011-04-07 12:00:00,1.44
2011-04-08 00:00:00,1.4482300000000001
2011-04-08 12:00:00,1.44634
2011-04-11 00:00:00,1.44313
2011-04-11 12:00:00,1.44567
2011-04-12 00:00:00,1.44774
2011-04-12 12:00:00,1.44959
2011-04-13 00:00:00,1.44404
2011-04-13 12:00:00,1.44134
2011-04-14 00:00:00,1.4485999999999999
2011-04-14 12:00:00,1.44558
2011-04-15 00:00:00,1.44285
2011-04-15 12:00:00,1.43282
2011-04-18 00:00:00,1.42273
2011-04-18 12:00:00,1.42788
2011-04-19 00:00:00,1.43307
2011-04-19 12:00:00,1.44935
2011-04-20 00:00:00,1.45211
2011-04-20 12:00:00,1.46398
2011-04-21 00:00:00,1.4550100000000001
2011-04-21 12:00:00,1.45604
2011-04-22 00:00:00,1.45597
2011-04-22 12:00:00,1.46013
2011-04-25 00:00:00,1.45784
2011-04-25 12:00:00,1.46212
2011-04-26 00:00:00,1.46467
2011-04-26 12:00:00,1.46708
2011-04-27 00:00:00,1.47711
2011-04-27 12:00:00,1.48467
2011-04-28 00:00:00,1.48232
2011-04-28 12:00:00,1.48633
2011-04-29 00:00:00,1.48062
2011-04-29 12:00:00,1.484
2011-05-02 00:00:00,1.48218
2011-05-02 12:00:00,1.4788999999999999
2011-05-03 00:00:00,1.48205
2011-05-03 12:00:00,1.48691
2011-05-04 00:00:00,1.48285
2011-05-04 12:00:00,1.48423
2011-05-05 00:00:00,1.4540899999999999
2011-05-05 12:00:00,1.45378
2011-05-06 00:00:00,1.43149
2011-05-06 12:00:00,1.4405000000000001
2011-05-09 00:00:00,1.43567
2011-05-09 12:00:00,1.43341
2011-05-10 00:00:00,1.44101
2011-05-10 12:00:00,1.43924
2011-05-11 00:00:00,1.41997
2011-05-11 12:00:00,1.41521
2011-05-12 00:00:00,1.42402
2011-05-12 12:00:00,1.4291800000000001
2011-05-13 00:00:00,1.4117
2011-05-13 12:00:00,1.41065
2011-05-16 00:00:00,1.41604
2011-05-16 12:00:00,1.41713
2011-05-17 00:00:00,1.42354
2011-05-17 12:00:00,1.42439
2011-05-18 00:00:00,1.42504
2011-05-18 12:00:00,1.4270800000000001
2011-05-19 00:00:00,1.4308
2011-05-19 12:00:00,1.42911
2011-05-20 00:00:00,1.41573
2011-05-20 12:00:00,1.39909
2011-05-23 00:00:00,1.40465
2011-05-23 12:00:00,1.4107
2011-05-24 00:00:00,1.41022
2011-05-24 12:00:00,1.4074
2011-05-25 00:00:00,1.40814
2011-05-25 12:00:00,1.41692
2011-05-26 00:00:00,1.41347
2011-05-26 12:00:00,1.42158
2011-05-27 00:00:00,1.43173
2011-05-27 12:00:00,1.42855
2011-05-30 00:00:00,1.4285700000000001
2011-05-30 12:00:00,1.44106
2011-05-31 00:00:00,1.43945
2011-05-31 12:00:00,1.44144
2011-06-01 00:00:00,1.4329399999999999
2011-06-01 12:00:00,1.44474
2011-06-02 00:00:00,1.44906
2011-06-02 12:00:00,1.44956
2011-06-03 00:00:00,1.46327
