close,close%,mm7,mm14,mm21,mm200,target
1.21271,0.9999917540734876,1.2129128571428571,1.2133821428571427,1.2129133333333333,1.2136597500000001,1.2129699999999999
1.2129699999999999,1.0002143958572123,1.2128414285714284,1.213265,1.2130285714285716,1.21366195,1.21278
1.21278,0.999843359687379,1.2127342857142855,1.2131292857142857,1.21314,1.2136624,1.21301
1.21301,1.0001896469268952,1.212775714285714,1.2129935714285713,1.213201904761905,1.21366325,1.21292
1.21292,0.9999258044039209,1.2128685714285712,1.2129514285714287,1.2132628571428572,1.2136639,1.21285
1.21285,0.9999422880321868,1.2128514285714285,1.2129242857142857,1.213235238095238,1.21365845,1.2089
1.2089,0.9967432081461023,1.2123057142857143,1.212632857142857,1.213054761904762,1.21363185,1.2094
1.2094,1.0004135991397138,1.2118328571428572,1.2123728571428571,1.2128657142857142,1.21360835,1.20797
1.20797,0.9988175955019017,1.2111185714285715,1.21198,1.2125495238095236,1.2135764500000001,1.20817
1.20817,1.000165567025671,1.2104599999999999,1.2115971428571428,1.2122395238095238,1.2135451000000002,1.20756
1.20756,0.9994951041658044,1.2096814285714286,1.2112285714285715,1.2118895238095237,1.21351275,1.20848
1.20848,1.000761866905164,1.2090471428571428,1.210957857142857,1.21165,1.2134831,1.20869
1.20869,1.0001737720111215,1.2084528571428572,1.2106521428571428,1.2114338095238095,1.21345215,1.20846
1.20846,0.9998097113403768,1.20839,1.2103478571428572,1.2112185714285715,1.21341665,1.20686
1.20686,0.9986760008605994,1.2080271428571427,1.20993,1.2109242857142857,1.21338335,1.20697
1.20697,1.000091145617553,1.2078842857142857,1.2095014285714285,1.210614761904762,1.21335445,1.2067700000000001
1.2067700000000001,0.99983429579857,1.207684285714286,1.2090721428571427,1.210292857142857,1.2133276499999999,1.20665
1.20665,0.9999005610016821,1.2075542857142858,1.208617857142857,1.2100038095238095,1.2133048,1.20567
1.20567,0.9991878340861062,1.2071528571428571,1.2081,1.209689523809524,1.21328395,1.20594
1.20594,1.0002239418746424,1.2067599999999998,1.2076064285714287,1.2093547619047618,1.21326,1.20615
1.20615,1.0001741380168168,1.20643,1.2074099999999999,1.2090419047619048,1.21325045,1.20676
1.20676,1.0005057414086143,1.2064157142857144,1.2072214285714284,1.2087585714285713,1.21323165,1.20678
1.20678,1.0000165733037223,1.2063885714285714,1.2071364285714286,1.2084638095238094,1.21321035,1.20837
1.20837,1.0013175558096754,1.2066171428571428,1.2071507142857143,1.2082538095238096,1.21319885,1.20833
1.20833,0.999966897556212,1.2068571428571429,1.2072057142857144,1.2080309523809523,1.2131858,1.20814
1.20814,0.9998427581869193,1.20721,1.2071814285714286,1.2078033333333333,1.2131729,1.20755
1.20755,0.9995116460012912,1.2074399999999998,1.2071,1.2075509523809524,1.21315705,1.2079
1.2079,1.0002898430706804,1.20769,1.20706,1.2075033333333334,1.21314425,1.20707
1.20707,0.9993128570245883,1.2077342857142856,1.207075,1.207392380952381,1.21312505,1.2068699999999999
1.2068699999999999,0.9998343095263736,1.2077471428571427,1.207067857142857,1.20734,1.21310215,1.20866
1.20866,1.0014831754870037,1.2077885714285714,1.2072028571428572,1.2073633333333333,1.21308675,1.20669
1.20669,0.9983700958085814,1.2075542857142858,1.2072057142857144,1.2073219047619048,1.21305835,1.20352
1.20352,0.9973729789755446,1.2068942857142857,1.2070521428571428,1.2070857142857143,1.2130132500000002,1.20278
1.20278,0.9993851369316672,1.2062128571428572,1.2068264285714285,1.2068042857142858,1.2129623,1.20386
1.20386,1.0008979198190857,1.2056357142857141,1.2066628571428573,1.2065852380952382,1.21291695,1.2048
1.2048,1.0007808216902299,1.2053114285714286,1.2065228571428572,1.2064871428571429,1.2128736500000001,1.20231
1.20231,0.9979332669322708,1.20466,1.2062035714285713,1.2062652380952381,1.21281965,1.20274
1.20274,1.0003576448669644,1.2038142857142857,1.2058014285714285,1.2060733333333333,1.21277345,1.2019199999999999
1.2019199999999999,0.9993182233899263,1.203132857142857,1.2053435714285714,1.2058480952380952,1.2127172,1.20188
1.20188,0.9999667199148031,1.2028985714285714,1.2048964285714285,1.205667619047619,1.21265545,1.20177
1.20177,0.9999084767198055,1.2027542857142859,1.2044835714285713,1.2054690476190477,1.21259475,1.20198
1.20198,1.0001747422551737,1.2024857142857142,1.2040607142857145,1.2052704761904762,1.21253305,1.2037
1.2037,1.0014309722291552,1.2023285714285714,1.2038200000000001,1.2051247619047618,1.2124799499999999,1.20428
1.20428,1.0004818476364543,1.20261,1.203635,1.2050057142857142,1.2124255000000002,1.2043
1.2043,1.000016607433487,1.202832857142857,1.2033235714285715,1.2048119047619048,1.2123720999999998,1.20366
1.20366,0.9994685709540813,1.2030814285714286,1.2031071428571427,1.2045895238095237,1.2123147,1.20441
1.20441,1.0006230995463836,1.203442857142857,1.203170714285714,1.2044119047619049,1.21226545,1.20469
1.20469,1.0002324789731072,1.2038600000000002,1.203307142857143,1.2042757142857143,1.2122146,1.20463
1.20463,0.9999501946558866,1.2042385714285715,1.2033621428571428,1.20412,1.2121601499999999,1.20417
1.20417,0.9996181400097954,1.2043057142857143,1.203317142857143,1.2039819047619047,1.2121009999999999,1.20431
1.20431,1.0001162626539442,1.20431,1.20346,1.20386,1.21203825,1.20439
1.20439,1.0000664280791491,1.2043228571428573,1.2035778571428573,1.2036566666666666,1.2119782,1.2037499999999999
1.2037499999999999,0.9994686106659801,1.2043357142857143,1.2037085714285714,1.2035166666666666,1.2119133500000001,1.20374
1.20374,0.9999916926272068,1.20424,1.2038414285714285,1.2035271428571428,1.21184935,1.2031399999999999
1.2031399999999999,0.9995015534916176,1.2040185714285714,1.2039392857142857,1.2035442857142857,1.21178055,1.20229
1.20229,0.9992935153016276,1.2036842857142855,1.2039614285714286,1.2034695238095237,1.2117054999999999,1.20211
1.20211,0.99985028570478,1.2033900000000002,1.2038478571428572,1.2033414285714286,1.21162905,1.2016
1.2016,0.9995757459799852,1.2030028571428573,1.2036564285714284,1.203307619047619,1.2115502500000002,1.20106
1.20106,0.9995505992010653,1.202527142857143,1.203425,1.2032276190476192,1.2114689,1.20171
1.20171,1.000541188616722,1.2022357142857145,1.2032857142857143,1.203217619047619,1.2113914000000001,1.20265
1.20265,1.0007822186717261,1.20208,1.20316,1.2032542857142858,1.2113219,1.20109
1.20109,0.9987028645075459,1.201787142857143,1.2029028571428573,1.2032219047619048,1.21124905,1.20236
1.20236,1.001057372886295,1.2017971428571428,1.202740714285714,1.2032399999999999,1.2111710500000001,1.20266
1.20266,1.0002495092983799,1.2018757142857144,1.2026328571428573,1.2031904761904764,1.2110973999999999,1.20271
1.20271,1.0000415745098363,1.2020342857142856,1.2025185714285715,1.2031157142857143,1.2110269500000002,1.20254
1.20254,0.999858652543007,1.2022457142857144,1.2023864285714285,1.203031904761905,1.21095145,1.2033
1.2033,1.0006319956092937,1.2024728571428571,1.2023542857142857,1.203014761904762,1.210886,1.20351
1.20351,1.000174520069808,1.2025957142857142,1.2023378571428573,1.202971904761905,1.21082085,1.20328
1.20328,0.9998088923232876,1.2029085714285714,1.2023478571428572,1.202904761904762,1.21075025,1.20412
1.20412,1.0006980918821888,1.20316,1.2024785714285715,1.2028804761904763,1.2106847,1.20359
1.20359,0.9995598445337672,1.2032928571428572,1.2025842857142857,1.202852857142857,1.2106139,1.2034799999999999
1.2034799999999999,0.9999086067514685,1.203402857142857,1.2027185714285713,1.2028133333333333,1.2105476,1.20322
1.20322,0.9997839598497691,1.2035,1.202872857142857,1.202757619047619,1.2104791,1.20184
1.20184,0.9988530775751734,1.2032914285714287,1.202882142857143,1.2026666666666668,1.2104051,1.20195
1.20195,1.0000915263262997,1.2030685714285716,1.2028321428571431,1.2025814285714287,1.21033075,1.2017
1.2017,0.9997920046590956,1.202842857142857,1.2028757142857143,1.2025128571428572,1.21025405,1.20112
1.20112,0.9995173504202379,1.2024142857142857,1.2027871428571426,1.2024571428571431,1.2101764,1.20082
1.20082,0.9997502331157586,1.2020185714285714,1.2026557142857144,1.2023957142857142,1.2100971,1.19932
1.19932,0.9987508535833847,1.2014242857142856,1.2024135714285715,1.2022871428571429,1.2100098,1.19858
1.19858,0.9993829836907582,1.2007614285714285,1.202130714285714,1.2021690476190474,1.2099206,1.19875
1.19875,1.0001418345041633,1.20032,1.2018057142857141,1.2020280952380953,1.2098292499999999,1.19874
1.19874,0.9999916579770594,1.1998614285714286,1.201465,1.2018419047619047,1.2097355,1.1993
1.1993,1.0004671571817076,1.1995185714285714,1.2011807142857143,1.2017566666666666,1.20964395,1.1984
1.1984,0.9992495622446426,1.19913,1.200772142857143,1.2015680952380952,1.2095456,1.1981
1.1981,0.9997496662216289,1.1987414285714286,1.2003799999999998,1.2013509523809525,1.2094476,1.19785
1.19785,0.9997913362824473,1.1985314285714284,1.1999778571428572,1.2011195238095236,1.209347,1.19744
1.19744,0.9996577200818132,1.1983685714285712,1.199565,1.2008766666666666,1.2092475999999999,1.19605
1.19605,0.9988391902725815,1.1979828571428572,1.1991514285714284,1.2005314285714286,1.209154,1.19629
1.19629,1.0002006605075038,1.1976328571428572,1.1987471428571428,1.200187619047619,1.2090568,1.19658
1.19658,1.0002424161365555,1.1972442857142858,1.1983814285714285,1.1998685714285715,1.20896125,1.19657
1.19657,0.9999916428487856,1.1969828571428571,1.1980564285714286,1.1995090476190475,1.2088674,1.1962
1.1962,0.9996907828208964,1.1967114285714284,1.1977264285714284,1.199157142857143,1.2087748500000002,1.1964
1.1964,1.0001671961210499,1.1965042857142856,1.197517857142857,1.19882,1.2086964,1.19662
1.19662,1.0001838849882982,1.1963871428571429,1.197377857142857,1.1985057142857143,1.2086144,1.19689
1.19689,1.0002256355401047,1.196507142857143,1.1972450000000001,1.19827,1.2085305000000002,1.19658
1.19658,0.9997409954131123,1.1965485714285715,1.1970907142857143,1.1980142857142857,1.2084411,1.1954
1.1954,0.9990138561567133,1.1963799999999998,1.1968121428571428,1.1977142857142857,1.20834665,1.1954799999999999
1.1954799999999999,1.0000669232056214,1.1962242857142857,1.1966035714285714,1.1974457142857142,1.2082547,1.19561
1.19561,1.0001087429317097,1.19614,1.1964257142857142,1.197197619047619,1.2081621,1.19629
1.19629,1.0005687473339968,1.1961242857142858,1.1963142857142857,1.1970533333333333,1.2080729,1.19654
1.19654,1.000208979428065,1.1961128571428572,1.1962499999999998,1.1969561904761905,1.20798465,1.1963300000000001
1.1963300000000001,0.9998244939575779,1.1960328571428571,1.1962700000000002,1.1968409523809524,1.207895,1.19842
1.19842,1.0017470096043732,1.1962957142857142,1.1964221428571429,1.1968257142857144,1.20782005,1.19768
1.19768,0.9993825203184192,1.1966214285714287,1.1965007142857143,1.1967485714285713,1.2077357499999999,1.19739
1.19739,0.9997578652060649,1.196894285714286,1.1965592857142855,1.1967004761904763,1.20765155,1.1979899999999999
1.1979899999999999,1.0005010898704683,1.1972342857142857,1.196687142857143,1.1966952380952383,1.2075717499999998,1.19894
1.19894,1.0007929949331797,1.1976128571428573,1.1968685714285712,1.1967471428571428,1.20750135,1.20039
1.20039,1.001209401638114,1.1981628571428573,1.1971378571428573,1.1968876190476192,1.2074378000000001,1.20212
1.20212,1.0014411982772267,1.19899,1.1975114285714288,1.1971766666666668,1.2073849,1.20238
1.20238,1.000216284563937,1.199555714285714,1.1979257142857143,1.1974666666666667,1.2073412,1.2034799999999999
1.2034799999999999,1.000914852209784,1.2003842857142857,1.198502857142857,1.197795238095238,1.2072895,1.20379
1.20379,1.0002575863329677,1.2012985714285713,1.1990964285714285,1.1981390476190477,1.207244,1.20424
1.20424,1.000373819353874,1.2021914285714286,1.1997128571428572,1.1985219047619047,1.2072017,1.20426
1.20426,1.0000166079851194,1.2029514285714284,1.2002821428571429,1.1988961904761903,1.2071542000000002,1.20491
1.20491,1.0005397505522062,1.203597142857143,1.20088,1.1992909523809525,1.2071066,1.20492
1.20492,1.0000082993750572,1.2039971428571428,1.2014935714285715,1.1996733333333334,1.2070528,1.20423
1.20423,0.9994273478737177,1.2042614285714284,1.2019085714285713,1.200037619047619,1.2069942,1.20486
1.20486,1.0005231558755387,1.2044585714285714,1.2024214285714285,1.2004880952380952,1.20693455,1.20324
1.20324,0.998655445445944,1.20438,1.2028392857142856,1.200857619047619,1.2068777,1.20383
1.20383,1.0004903427412652,1.2043214285714285,1.2032564285714287,1.2012490476190476,1.2068182,1.20364
1.20364,0.9998421704061206,1.204232857142857,1.203592142857143,1.2015990476190477,1.2067546,1.20382
1.20382,1.0001495463759926,1.2040771428571428,1.2038371428571428,1.2019457142857144,1.20669135,1.20349
1.20349,0.9997258726387667,1.2038728571428572,1.203935,1.2022866666666665,1.20662515,1.20367
1.20367,1.0001495650150811,1.2037928571428569,1.204027142857143,1.2025366666666666,1.2065639,1.20391
1.20391,1.0001993901983102,1.2036571428571428,1.204057857142857,1.2028333333333334,1.2065032,1.20407
1.20407,1.0001329002998562,1.2037757142857142,1.2040778571428572,1.2031514285714284,1.206442,1.20309
1.20309,0.9991860938317539,1.20367,1.2039957142857143,1.2033942857142856,1.2063763,1.20282
1.20282,0.9997755778869412,1.203552857142857,1.2038928571428573,1.2035790476190475,1.20631,1.20323
1.20323,1.0003408656324304,1.2034685714285713,1.2037728571428572,1.2037142857142857,1.2062465500000001,1.20296
1.20296,0.9997756039992354,1.2033928571428572,1.2036328571428572,1.2037542857142856,1.206183,1.20264
1.20264,0.9997339894925849,1.2032457142857143,1.2035192857142858,1.2037666666666667,1.20611755,1.20376
1.20376,1.000931284507417,1.2032242857142859,1.2034407142857142,1.20378,1.2060549,1.20564
1.20564,1.0015617731109192,1.2034485714285716,1.203612142857143,1.2038680952380953,1.2060016999999998,1.2046999999999999
1.2046999999999999,0.9992203311104474,1.2036785714285716,1.2036742857142857,1.2038900000000001,1.20594765,1.20448
1.20448,0.9998173819208103,1.2039157142857142,1.2037342857142856,1.2039004761904761,1.20589605,1.20472
1.20472,1.0001992561105206,1.2041285714285714,1.2037985714285713,1.2038914285714284,1.20585835,1.205
1.205,1.000232419151338,1.20442,1.2039064285714285,1.2038952380952381,1.2058177,1.2055500000000001
1.2055500000000001,1.0004564315352698,1.2048357142857142,1.2040407142857144,1.2039580952380953,1.2057871,1.20519
1.20519,0.9997013811123553,1.2050400000000001,1.2041321428571428,1.2039738095238097,1.20575905,1.20493
1.20493,0.9997842663812345,1.2049385714285716,1.2041935714285716,1.2040542857142857,1.20572815,1.20489
1.20489,0.9999668030507995,1.2049657142857144,1.204322142857143,1.204104761904762,1.2057186,1.20523
1.20523,1.0002821834358324,1.2050728571428573,1.2044942857142857,1.2041804761904762,1.2056992500000001,1.20578
1.20578,1.000456344432183,1.2052242857142856,1.2046764285714286,1.2042738095238097,1.20567805,1.20595
1.20595,1.0001409875765066,1.20536,1.20489,1.2043909523809524,1.2056489499999998,1.20795
1.20795,1.0016584435507276,1.2057028571428572,1.2052692857142857,1.204594761904762,1.20562875,1.20768
1.20768,0.9997764808146032,1.2060585714285714,1.2055492857142858,1.2047742857142856,1.2056171500000001,1.20757
1.20757,0.9999089162692103,1.2064357142857143,1.205687142857143,1.2049409523809524,1.20560255,1.20781
1.20781,1.000198746242454,1.2068528571428572,1.205909285714286,1.2051657142857144,1.2055868,1.2077
1.2077,0.9999089260728095,1.2072057142857144,1.2061392857142859,1.2053980952380952,1.2055712,1.20811
1.20811,1.0003394882835142,1.2075385714285714,1.2063814285714287,1.2056304761904761,1.20556045,1.20975
1.20975,1.001357492281332,1.2080814285714288,1.2067207142857144,1.2059538095238096,1.2055652,1.21096
1.21096,1.0010002066542674,1.2085114285714287,1.207107142857143,1.20635,1.2055694,1.21041
1.21041,0.9995458148906652,1.2089014285714286,1.20748,1.2066666666666668,1.2055743,1.2105299999999999
1.2105299999999999,1.0000991399608397,1.2093242857142859,1.20788,1.2068995238095237,1.20558145,1.20991
1.20991,0.9994878276457421,1.2096242857142858,1.2082385714285715,1.2071476190476191,1.2055843,1.21017
1.21017,1.0002148920167615,1.2099771428571429,1.2085914285714285,1.2074185714285715,1.20558255,1.20913
1.20913,0.9991406166075841,1.210122857142857,1.2088307142857142,1.2076285714285715,1.20557655,1.20978
1.20978,1.0005375766046662,1.210127142857143,1.2091042857142857,1.2078561904761904,1.20557865,1.21049
1.21049,1.0005868835656069,1.2100600000000001,1.2092857142857143,1.2080914285714286,1.20558565,1.21054
1.21054,1.0000413055869937,1.2100785714285713,1.2094900000000002,1.2083461904761905,1.205584,1.2105299999999999
1.2105299999999999,0.9999917392238175,1.2100785714285713,1.2097014285714285,1.2086128571428572,1.2055822999999999,1.21187
1.21187,1.0011069531527514,1.2103585714285714,1.2099914285714284,1.2089452380952381,1.2055906,1.21168
1.21168,0.9998432175068284,1.2105742857142856,1.2102757142857143,1.209252380952381,1.20559945,1.21174
1.21174,1.000049518024561,1.2109471428571428,1.210535,1.2095361904761905,1.2055939,1.21186
1.21186,1.000099031145295,1.2112442857142856,1.2106857142857144,1.209817619047619,1.2055884499999998,1.21162
1.21162,0.9998019573218029,1.2114057142857142,1.210732857142857,1.2099923809523812,1.20558555,1.21146
1.21146,0.999867945395421,1.2115371428571429,1.210807857142857,1.210172380952381,1.20558205,1.21159
1.21159,1.0001073085368068,1.2116885714285712,1.2108835714285715,1.2103638095238094,1.20557745,1.21246
1.21246,1.0007180646918514,1.2117728571428572,1.2110657142857144,1.210585238095238,1.20557245,1.21272
1.21272,1.000214440064002,1.2119214285714288,1.211247857142857,1.2108242857142857,1.2055703,1.21289
1.21289,1.000140180750709,1.2120857142857144,1.2115164285714286,1.2110519047619048,1.2055717,1.21244
1.21244,0.9996289853160633,1.2121685714285715,1.2117064285714285,1.21118,1.2055734,1.21274
1.21274,1.0002474349246149,1.2123285714285714,1.2118671428571428,1.2112647619047618,1.2055765,1.21304
1.21304,1.000247373715718,1.2125542857142857,1.2120457142857144,1.21139,1.20558125,1.21393
1.21393,1.0007336938600542,1.2128885714285715,1.2122885714285714,1.2115519047619048,1.20559715,1.21194
1.21194,0.9983606962510194,1.2128142857142856,1.2122935714285714,1.2116485714285714,1.2056027,1.21247
1.21247,1.000437315378649,1.2127785714285715,1.21235,1.2117580952380953,1.2056129,1.2124
1.2124,0.9999422666127822,1.2127085714285715,1.2123971428571427,1.2119138095238096,1.2056262500000001,1.2116500000000001
1.2116500000000001,0.9993813922797758,1.2125957142857142,1.2123821428571429,1.2120028571428572,1.20563465,1.21284
1.21284,1.0009821318037386,1.21261,1.2124692857142858,1.2121147619047619,1.2056490499999999,1.21243
1.21243,0.9996619504633752,1.2125228571428572,1.2125385714285712,1.2122047619047618,1.20565845,1.21309
1.21309,1.0005443613239529,1.2124028571428571,1.212645714285714,1.2123266666666668,1.2056717000000001,1.21311
1.21311,1.0000164868229067,1.21257,1.2126921428571429,1.2123857142857144,1.2056787,1.2138
1.2138,1.00056878601281,1.2127599999999998,1.2127692857142855,1.2124866666666665,1.2056895,1.2129699999999999
1.2129699999999999,0.999316197067062,1.2128414285714284,1.212775,1.212545238095238,1.2056872,1.2129
1.2129,0.9999422904111398,1.21302,1.212807857142857,1.212594761904762,1.2056882500000001,1.21198
1.21198,0.9992414873443812,1.212897142857143,1.2127535714285713,1.2126119047619048,1.2056813,1.21172
1.21172,0.9997854750078383,1.2127957142857144,1.2126592857142857,1.2126242857142857,1.20566685,1.21184
1.21184,1.0000990327798502,1.2126171428571428,1.21251,1.2126361904761904,1.20565265,1.2119
1.2119,1.0000495114866648,1.2124442857142856,1.212507142857143,1.2126095238095236,1.2056376,1.2114099999999999
1.2114099999999999,0.9995956762109084,1.2121028571428571,1.2124314285714288,1.2125471428571428,1.2056271,1.21173
1.21173,1.0002641549929423,1.2119257142857143,1.2123835714285713,1.2124919047619047,1.2056196,1.212
1.212,1.0002228219157734,1.2117971428571426,1.2124085714285715,1.2124709523809523,1.2056147,1.21208
1.21208,1.0000660066006601,1.2118114285714285,1.2123542857142857,1.2124395238095238,1.2056099,1.21216
1.21216,1.0000660022440762,1.2118742857142857,1.212335,1.212397619047619,1.2056033499999999,1.21265
1.21265,1.000404237064414,1.21199,1.2123035714285713,1.2123366666666666,1.2055989500000002,1.21294
1.21294,1.0002391456727002,1.2121385714285715,1.2122914285714284,1.2123842857142857,1.20560005,1.21233
1.21233,0.9994970897158969,1.21227,1.2121864285714286,1.212377619047619,1.20560035,1.21235
1.21235,1.0000164971583645,1.2123585714285714,1.2121421428571428,1.212375238095238,1.20559725,1.21303
1.21303,1.0005608941312327,1.212505714285714,1.2121514285714283,1.2124409523809523,1.2055988,1.21238
1.21238,0.9994641517522237,1.2125485714285715,1.21218,1.2124190476190477,1.20559715,1.21273
1.21273,1.0002886883650342,1.21263,1.2122521428571427,1.2124333333333333,1.20559595,1.2135
1.2135,1.000634931105852,1.2127514285714285,1.2123707142857145,1.212452857142857,1.20559955,1.21436
1.21436,1.0007086938607335,1.2129542857142859,1.2125464285714287,1.212512380952381,1.2056063000000001,1.2134800000000001
1.2134800000000001,0.999275338449883,1.2131185714285715,1.2126942857142857,1.212497142857143,1.2056091,1.21296
1.21296,0.9995714803705046,1.2132057142857142,1.212782142857143,1.2124966666666668,1.20560965,1.21262
1.21262,0.9997196939717715,1.2131471428571428,1.2128264285714287,1.2124833333333334,1.20562825,1.21271
1.21271,1.0000742194586927,1.213194285714286,1.2128714285714286,1.2125180952380952,1.2056448,1.21307
1.21307,1.0002968558022942,1.213242857142857,1.2129364285714286,1.212582380952381,1.2056703,1.21307
1.21307,1.0,1.2131814285714289,1.2129664285714286,1.2126409523809525,1.2056948,1.21325
1.21325,1.0001483838525393,1.2130228571428572,1.2129885714285715,1.2127052380952381,1.20572325,1.21303
1.21303,0.9998186688646199,1.2129585714285713,1.2130385714285714,1.212782380952381,1.205746,1.21315
1.21315,1.0000989258303585,1.2129857142857143,1.2130957142857142,1.21285,1.2057683,1.21305
1.21305,0.9999175699624944,1.213047142857143,1.2130971428571429,1.2129,1.2057912499999999,1.2128700000000001
1.2128700000000001,0.9998516137010017,1.21307,1.2131321428571429,1.212937619047619,1.2058213,1.21273
1.21273,0.9998845713060757,1.2130214285714287,1.2131321428571429,1.2129647619047619,1.2058501,1.21198
1.21198,0.999381560611183,1.2128657142857142,1.2130235714285715,1.212932857142857,1.20587615,1.21193
1.21193,0.999958745193815,1.2126771428571428,1.21285,1.212884761904762,1.20590255,1.21224
1.21224,1.000255790350928,1.2125642857142858,1.2127614285714288,1.2128804761904761,1.2059354,1.21313
1.21313,1.0007341780505512,1.2125614285714286,1.2127735714285712,1.212917619047619,1.20597135,1.21253
1.21253,0.9995054116211783,1.2124871428571429,1.212767142857143,1.2128938095238095,1.20600325,1.21153
1.21153,0.9991752781374481,1.2122957142857143,1.2126828571428572,1.2128533333333333,1.2060271,1.2103
1.2103,0.9989847548141606,1.2119485714285714,1.2124850000000003,1.2127376190476191,1.2060447,1.21083
1.21083,1.0004379079567052,1.2117842857142858,1.2123249999999999,1.2126104761904763,1.206057,1.21088
1.21088,1.0000412939884211,1.2116342857142857,1.2121557142857142,1.2124447619047618,1.20606975,1.21067
1.21067,0.9998265724101479,1.21141,1.211987142857143,1.2123109523809523,1.2060824,1.21125
1.21125,1.0004790735708327,1.2111414285714286,1.2118514285714286,1.2122295238095238,1.2061009,1.20871
1.20871,0.9979029927760578,1.2105957142857142,1.2115414285714288,1.2120433333333334,1.2061049499999998,1.2092
1.2092,1.0004053908712596,1.210262857142857,1.2112792857142858,1.2118761904761906,1.2061156,1.21193
1.21193,1.0022576910353953,1.2104957142857142,1.2112221428571428,1.2118219047619045,1.2061408999999998,1.21251
1.21251,1.0004785754952843,1.2107357142857142,1.2112599999999998,1.2117952380952381,1.20616015,1.21232
1.21232,0.9998433002614412,1.2109414285714286,1.2112878571428571,1.2117509523809522,1.2061883,1.21214
1.21214,0.9998515243500066,1.2111514285714284,1.211280714285714,1.2117085714285714,1.2062314,1.21158
1.21158,0.9995380071608891,1.2111985714285716,1.2111699999999999,1.2116338095238095,1.2062754,1.21185
1.21185,1.0002228495023027,1.211647142857143,1.2111214285714287,1.2115766666666667,1.20631535,1.21189
1.21189,1.0000330073854022,1.2120314285714286,1.211147142857143,1.21153,1.2063507999999998,1.21229
1.21229,1.0003300629595098,1.212082857142857,1.2112892857142856,1.2115090476190475,1.2064007,1.21205
1.21205,0.9998020275676612,1.212017142857143,1.2113764285714286,1.2115123809523811,1.2064472499999999,1.21211
1.21211,1.0000495029082959,1.211987142857143,1.2114642857142857,1.2115209523809523,1.2064982,1.21271
1.21271,1.0004950045787924,1.2120685714285713,1.21161,1.2115433333333334,1.20655235,1.21326
1.21326,1.0004535296979493,1.2123085714285715,1.2117535714285714,1.211549523809524,1.2066097999999998,1.21343
1.21343,1.000140118358802,1.2125342857142858,1.2120907142857145,1.211592380952381,1.20666705,1.2132100000000001
1.2132100000000001,0.9998186957632498,1.2127228571428572,1.212377142857143,1.211672380952381,1.2067146000000002,1.21378
1.21378,1.0004698279770197,1.2129357142857145,1.2125092857142856,1.2118380952380954,1.2067621,1.21345
1.21345,0.999728122064954,1.2131357142857144,1.2125764285714287,1.2119628571428571,1.20680785,1.21332
1.21332,0.9998928674440645,1.2133085714285714,1.2126478571428572,1.2120790476190475,1.20685615,1.21398
1.21398,1.0005439620215608,1.21349,1.2127792857142856,1.2122366666666666,1.206904,1.21347
1.21347,0.999579894232195,1.2135200000000002,1.2129142857142858,1.212342380952381,1.2069479,1.21336
1.21336,0.9999093508698196,1.2135099999999999,1.213022142857143,1.2125638095238096,1.20699155,1.2133
1.2133,0.9999505505373508,1.2135228571428571,1.2131228571428572,1.2127590476190477,1.2070372,1.21304
