close,close%,mm7,mm14,mm21,mm200
1.20188,1.0000332811927979,1.2028985714285714,1.2048964285714285,1.205667619047619,1.21265545
1.20177,1.0000915316574719,1.2027542857142859,1.2044835714285713,1.2054690476190477,1.21259475
1.20198,0.9998252882743472,1.2024857142857142,1.2040607142857145,1.2052704761904762,1.21253305
1.2037,0.998571072526377,1.2023285714285714,1.2038200000000001,1.2051247619047618,1.2124799499999999
1.20428,0.9995183844288703,1.20261,1.203635,1.2050057142857142,1.2124255000000002
1.2043,0.9999833928423151,1.202832857142857,1.2033235714285715,1.2048119047619048,1.2123720999999998
1.20366,1.000531711612914,1.2030814285714286,1.2031071428571427,1.2045895238095237,1.2123147
1.20441,0.9993772884648915,1.203442857142857,1.203170714285714,1.2044119047619049,1.21226545
1.20469,0.9997675750608039,1.2038600000000002,1.203307142857143,1.2042757142857143,1.2122146
1.20463,1.0000498078248092,1.2042385714285715,1.2033621428571428,1.20412,1.2121601499999999
1.20417,1.0003820058629596,1.2043057142857143,1.203317142857143,1.2039819047619047,1.2121009999999999
1.20431,0.9998837508614892,1.20431,1.20346,1.20386,1.21203825
1.20439,0.9999335763332474,1.2043228571428573,1.2035778571428573,1.2036566666666666,1.2119782
1.2037499999999999,1.000531671858775,1.2043357142857143,1.2037085714285714,1.2035166666666666,1.2119133500000001
1.20374,1.0000083074418062,1.20424,1.2038414285714285,1.2035271428571428,1.21184935
1.2031399999999999,1.0004986950812043,1.2040185714285714,1.2039392857142857,1.2035442857142857,1.21178055
1.20229,1.0007069841718719,1.2036842857142855,1.2039614285714286,1.2034695238095237,1.2117054999999999
1.20211,1.0001497367129464,1.2033900000000002,1.2038478571428572,1.2033414285714286,1.21162905
1.2016,1.0004244340878827,1.2030028571428573,1.2036564285714284,1.203307619047619,1.2115502500000002
1.20106,1.0004496028508152,1.202527142857143,1.203425,1.2032276190476192,1.2114689
1.20171,0.9994591041099766,1.2022357142857145,1.2032857142857143,1.203217619047619,1.2113914000000001
1.20265,0.9992183927160854,1.20208,1.20316,1.2032542857142858,1.2113219
1.20109,1.0012988202382835,1.201787142857143,1.2029028571428573,1.2032219047619048,1.21124905
1.20236,0.9989437439701919,1.2017971428571428,1.202740714285714,1.2032399999999999,1.2111710500000001
1.20266,0.9997505529409808,1.2018757142857144,1.2026328571428573,1.2031904761904764,1.2110973999999999
1.20271,0.9999584272185316,1.2020342857142856,1.2025185714285715,1.2031157142857143,1.2110269500000002
1.20254,1.000141367438921,1.2022457142857144,1.2023864285714285,1.203031904761905,1.21095145
1.2033,0.9993684035568852,1.2024728571428571,1.2023542857142857,1.203014761904762,1.210886
1.20351,0.9998255103821322,1.2025957142857142,1.2023378571428573,1.202971904761905,1.21082085
1.20328,1.0001911442058375,1.2029085714285714,1.2023478571428572,1.202904761904762,1.21075025
1.20412,0.9993023951101218,1.20316,1.2024785714285715,1.2028804761904763,1.2106847
1.20359,1.000440349288379,1.2032928571428572,1.2025842857142857,1.202852857142857,1.2106139
1.2034799999999999,1.0000914016020208,1.203402857142857,1.2027185714285713,1.2028133333333333,1.2105476
1.20322,1.000216086833663,1.2035,1.202872857142857,1.202757619047619,1.2104791
1.20184,1.001148239366305,1.2032914285714287,1.202882142857143,1.2026666666666668,1.2104051
1.20195,0.999908482050002,1.2030685714285716,1.2028321428571431,1.2025814285714287,1.21033075
1.2017,1.0002080386119665,1.202842857142857,1.2028757142857143,1.2025128571428572,1.21025405
1.20112,1.0004828826428667,1.2024142857142857,1.2027871428571426,1.2024571428571431,1.2101764
1.20082,1.000249829283323,1.2020185714285714,1.2026557142857144,1.2023957142857142,1.2100971
1.19932,1.0012507087349498,1.2014242857142856,1.2024135714285715,1.2022871428571429,1.2100098
1.19858,1.0006173972534165,1.2007614285714285,1.202130714285714,1.2021690476190474,1.2099206
1.19875,0.9998581856100104,1.20032,1.2018057142857141,1.2020280952380953,1.2098292499999999
1.19874,1.0000083420925305,1.1998614285714286,1.201465,1.2018419047619047,1.2097355
1.1993,0.999533060952222,1.1995185714285714,1.2011807142857143,1.2017566666666666,1.20964395
1.1984,1.0007510013351135,1.19913,1.200772142857143,1.2015680952380952,1.2095456
1.1981,1.0002503964610634,1.1987414285714286,1.2003799999999998,1.2013509523809525,1.2094476
1.19785,1.000208707267187,1.1985314285714284,1.1999778571428572,1.2011195238095236,1.209347
1.19744,1.000342397113843,1.1983685714285712,1.199565,1.2008766666666666,1.2092475999999999
1.19605,1.0011621587726265,1.1979828571428572,1.1991514285714284,1.2005314285714286,1.209154
1.19629,0.9997993797490575,1.1976328571428572,1.1987471428571428,1.200187619047619,1.2090568
1.19658,0.9997576426147855,1.1972442857142858,1.1983814285714285,1.1998685714285715,1.20896125
1.19657,1.000008357221057,1.1969828571428571,1.1980564285714286,1.1995090476190475,1.2088674
1.1962,1.0003093128239424,1.1967114285714284,1.1977264285714284,1.199157142857143,1.2087748500000002
1.1964,0.9998328318288198,1.1965042857142856,1.197517857142857,1.19882,1.2086964
1.19662,0.9998161488191739,1.1963871428571429,1.197377857142857,1.1985057142857143,1.2086144
1.19689,0.9997744153598075,1.196507142857143,1.1972450000000001,1.19827,1.2085305000000002
1.19658,1.0002590716876432,1.1965485714285715,1.1970907142857143,1.1980142857142857,1.2084411
1.1954,1.000987117282918,1.1963799999999998,1.1968121428571428,1.1977142857142857,1.20834665
1.1954799999999999,0.9999330812727943,1.1962242857142857,1.1966035714285714,1.1974457142857142,1.2082547
1.19561,0.9998912688920298,1.19614,1.1964257142857142,1.197197619047619,1.2081621
1.19629,0.9994315759556629,1.1961242857142858,1.1963142857142857,1.1970533333333333,1.2080729
1.19654,0.9997910642352117,1.1961128571428572,1.1962499999999998,1.1969561904761905,1.20798465
1.1963300000000001,1.0001755368502,1.1960328571428571,1.1962700000000002,1.1968409523809524,1.207895
1.19842,0.9982560371155356,1.1962957142857142,1.1964221428571429,1.1968257142857144,1.20782005
1.19768,1.0006178611983167,1.1966214285714287,1.1965007142857143,1.1967485714285713,1.2077357499999999
1.19739,1.000242193437393,1.196894285714286,1.1965592857142855,1.1967004761904763,1.20765155
1.1979899999999999,0.9994991610948339,1.1972342857142857,1.196687142857143,1.1966952380952383,1.2075717499999998
1.19894,0.9992076334095117,1.1976128571428573,1.1968685714285712,1.1967471428571428,1.20750135
1.20039,0.9987920592474111,1.1981628571428573,1.1971378571428573,1.1968876190476192,1.2074378000000001
1.20212,0.9985608757861112,1.19899,1.1975114285714288,1.1971766666666668,1.2073849
1.20238,0.9997837622049602,1.199555714285714,1.1979257142857143,1.1974666666666667,1.2073412
1.2034799999999999,0.9990859839797921,1.2003842857142857,1.198502857142857,1.197795238095238,1.2072895
1.20379,0.9997424800006646,1.2012985714285713,1.1990964285714285,1.1981390476190477,1.207244
1.20424,0.9996263203348169,1.2021914285714286,1.1997128571428572,1.1985219047619047,1.2072017
1.20426,0.9999833922907012,1.2029514285714284,1.2002821428571429,1.1988961904761903,1.2071542000000002
1.20491,0.9994605406212914,1.203597142857143,1.20088,1.1992909523809525,1.2071066
1.20492,0.9999917006938219,1.2039971428571428,1.2014935714285715,1.1996733333333334,1.2070528
1.20423,1.0005729802446377,1.2042614285714284,1.2019085714285713,1.200037619047619,1.2069942
1.20486,0.9994771176734225,1.2044585714285714,1.2024214285714285,1.2004880952380952,1.20693455
1.20324,1.0013463648149994,1.20438,1.2028392857142856,1.200857619047619,1.2068777
1.20383,0.9995098975769005,1.2043214285714285,1.2032564285714287,1.2012490476190476,1.2068182
1.20364,1.0001578545079923,1.204232857142857,1.203592142857143,1.2015990476190477,1.2067546
1.20382,0.9998504759847819,1.2040771428571428,1.2038371428571428,1.2019457142857144,1.20669135
1.20349,1.0002742025276488,1.2038728571428572,1.203935,1.2022866666666665,1.20662515
1.20367,0.9998504573512673,1.2037928571428569,1.204027142857143,1.2025366666666666,1.2065639
1.20391,0.9998006495502155,1.2036571428571428,1.204057857142857,1.2028333333333334,1.2065032
1.20407,0.9998671173602864,1.2037757142857142,1.2040778571428572,1.2031514285714284,1.206442
1.20309,1.0008145691511026,1.20367,1.2039957142857143,1.2033942857142856,1.2063763
1.20282,1.0002244724896494,1.203552857142857,1.2038928571428573,1.2035790476190475,1.20631
1.20323,0.9996592505173574,1.2034685714285713,1.2037728571428572,1.2037142857142857,1.2062465500000001
1.20296,1.0002244463656313,1.2033928571428572,1.2036328571428572,1.2037542857142856,1.206183
1.20264,1.0002660812878335,1.2032457142857143,1.2035192857142858,1.2037666666666667,1.20611755
1.20376,0.9990695819764737,1.2032242857142859,1.2034407142857142,1.20378,1.2060549
1.20564,0.998440662220895,1.2034485714285716,1.203612142857143,1.2038680952380953,1.2060016999999998
1.2046999999999999,1.0007802772474477,1.2036785714285716,1.2036742857142857,1.2038900000000001,1.20594765
1.20448,1.000182651434644,1.2039157142857142,1.2037342857142856,1.2039004761904761,1.20589605
1.20472,0.9998007835845674,1.2041285714285714,1.2037985714285713,1.2038914285714284,1.20585835
1.205,0.9997676348547717,1.20442,1.2039064285714285,1.2038952380952381,1.2058177
1.2055500000000001,0.9995437766994317,1.2048357142857142,1.2040407142857144,1.2039580952380953,1.2057871
1.20519,1.0002987080875216,1.2050400000000001,1.2041321428571428,1.2039738095238097,1.20575905
1.20493,1.0002157801698024,1.2049385714285716,1.2041935714285716,1.2040542857142857,1.20572815
1.20489,1.0000331980512744,1.2049657142857144,1.204322142857143,1.204104761904762,1.2057186
1.20523,0.9997178961691959,1.2050728571428573,1.2044942857142857,1.2041804761904762,1.2056992500000001
1.20578,0.9995438637230671,1.2052242857142856,1.2046764285714286,1.2042738095238097,1.20567805
1.20595,0.9998590322981882,1.20536,1.20489,1.2043909523809524,1.2056489499999998
1.20795,0.9983443023303945,1.2057028571428572,1.2052692857142857,1.204594761904762,1.20562875
1.20768,1.0002235691573926,1.2060585714285714,1.2055492857142858,1.2047742857142856,1.2056171500000001
1.20757,1.0000910920277915,1.2064357142857143,1.205687142857143,1.2049409523809524,1.20560255
1.20781,0.9998012932497661,1.2068528571428572,1.205909285714286,1.2051657142857144,1.2055868
1.2077,1.0000910822224063,1.2072057142857144,1.2061392857142859,1.2053980952380952,1.2055712
1.20811,0.999660626929667,1.2075385714285714,1.2063814285714287,1.2056304761904761,1.20556045
1.20975,0.9986443480057863,1.2080814285714288,1.2067207142857144,1.2059538095238096,1.2055652
1.21096,0.9990007927594636,1.2085114285714287,1.207107142857143,1.20635,1.2055694
1.21041,1.0004543914871822,1.2089014285714286,1.20748,1.2066666666666668,1.2055743
1.2105299999999999,0.9999008698669178,1.2093242857142859,1.20788,1.2068995238095237,1.20558145
1.20991,1.0005124348092005,1.2096242857142858,1.2082385714285715,1.2071476190476191,1.2055843
1.21017,0.9997851541518961,1.2099771428571429,1.2085914285714285,1.2074185714285715,1.20558255
1.20913,1.0008601225674658,1.210122857142857,1.2088307142857142,1.2076285714285715,1.20557655
1.20978,0.9994627122286697,1.210127142857143,1.2091042857142857,1.2078561904761904,1.20557865
1.21049,0.9994134606646895,1.2100600000000001,1.2092857142857143,1.2080914285714286,1.20558565
1.21054,0.9999586961190875,1.2100785714285713,1.2094900000000002,1.2083461904761905,1.205584
1.2105299999999999,1.0000082608444236,1.2100785714285713,1.2097014285714285,1.2086128571428572,1.2055822999999999
1.21187,0.998894270837631,1.2103585714285714,1.2099914285714284,1.2089452380952381,1.2055906
1.21168,1.0001568070777762,1.2105742857142856,1.2102757142857143,1.209252380952381,1.20559945
1.21174,0.9999504844273525,1.2109471428571428,1.210535,1.2095361904761905,1.2055939
1.21186,0.9999009786609016,1.2112442857142856,1.2106857142857144,1.209817619047619,1.2055884499999998
1.21162,1.0001980819068685,1.2114057142857142,1.210732857142857,1.2099923809523812,1.20558555
1.21146,1.0001320720453006,1.2115371428571429,1.210807857142857,1.210172380952381,1.20558205
1.21159,0.9998927029770798,1.2116885714285712,1.2108835714285715,1.2103638095238094,1.20557745
1.21246,0.9992824505550697,1.2117728571428572,1.2110657142857144,1.210585238095238,1.20557245
1.21272,0.9997856059106802,1.2119214285714288,1.211247857142857,1.2108242857142857,1.2055703
1.21289,0.9998598388971794,1.2120857142857144,1.2115164285714286,1.2110519047619048,1.2055717
1.21244,1.0003711523869223,1.2121685714285715,1.2117064285714285,1.21118,1.2055734
1.21274,0.9997526262842819,1.2123285714285714,1.2118671428571428,1.2112647619047618,1.2055765
1.21304,0.9997526874629031,1.2125542857142857,1.2120457142857144,1.21139,1.20558125
1.21393,0.9992668440519634,1.2128885714285715,1.2122885714285714,1.2115519047619048,1.20559715
1.21194,1.001641995478324,1.2128142857142856,1.2122935714285714,1.2116485714285714,1.2056027
1.21247,0.9995628757824937,1.2127785714285715,1.21235,1.2117580952380953,1.2056129
1.2124,1.0000577367205543,1.2127085714285715,1.2123971428571427,1.2119138095238096,1.2056262500000001
1.2116500000000001,1.0006189906326082,1.2125957142857142,1.2123821428571429,1.2120028571428572,1.20563465
1.21284,0.9990188318327233,1.21261,1.2124692857142858,1.2121147619047619,1.2056490499999999
1.21243,1.0003381638527584,1.2125228571428572,1.2125385714285712,1.2122047619047618,1.20565845
1.21309,0.9994559348440758,1.2124028571428571,1.212645714285714,1.2123266666666668,1.2056717000000001
1.21311,0.9999835134489041,1.21257,1.2126921428571429,1.2123857142857144,1.2056787
1.2138,0.9994315373208106,1.2127599999999998,1.2127692857142855,1.2124866666666665,1.2056895
1.2129699999999999,1.0006842708393449,1.2128414285714284,1.212775,1.212545238095238,1.2056872
1.2129,1.000057712919449,1.21302,1.212807857142857,1.212594761904762,1.2056882500000001
1.21198,1.0007590884338025,1.212897142857143,1.2127535714285713,1.2126119047619048,1.2056813
1.21172,1.0002145710230088,1.2127957142857144,1.2126592857142857,1.2126242857142857,1.20566685
1.21184,0.9999009770266701,1.2126171428571428,1.21251,1.2126361904761904,1.20565265
1.2119,0.9999504909646011,1.2124442857142856,1.212507142857143,1.2126095238095236,1.2056376
1.2114099999999999,1.0004044873329427,1.2121028571428571,1.2124314285714288,1.2125471428571428,1.2056271
1.21173,0.9997359147664908,1.2119257142857143,1.2123835714285713,1.2124919047619047,1.2056196
1.212,0.9997772277227723,1.2117971428571426,1.2124085714285715,1.2124709523809523,1.2056147
1.21208,0.9999339977559236,1.2118114285714285,1.2123542857142857,1.2124395238095238,1.2056099
1.21216,0.9999340021119325,1.2118742857142857,1.212335,1.212397619047619,1.2056033499999999
1.21265,0.9995959262771615,1.21199,1.2123035714285713,1.2123366666666666,1.2055989500000002
1.21294,0.9997609115042789,1.2121385714285715,1.2122914285714284,1.2123842857142857,1.20560005
1.21233,1.0005031633301165,1.21227,1.2121864285714286,1.212377619047619,1.20560035
1.21235,0.9999835031137871,1.2123585714285714,1.2121421428571428,1.212375238095238,1.20559725
1.21303,0.9994394202946341,1.212505714285714,1.2121514285714283,1.2124409523809523,1.2055988
1.21238,1.0005361355350633,1.2125485714285715,1.21218,1.2124190476190477,1.20559715
1.21273,0.9997113949518853,1.21263,1.2122521428571427,1.2124333333333333,1.20559595
1.2135,0.999365471775855,1.2127514285714285,1.2123707142857145,1.212452857142857,1.20559955
1.21436,0.9992918080305675,1.2129542857142859,1.2125464285714287,1.212512380952381,1.2056063000000001
1.2134800000000001,1.0007251870652998,1.2131185714285715,1.2126942857142857,1.212497142857143,1.2056091
1.21296,1.0004287033372907,1.2132057142857142,1.212782142857143,1.2124966666666668,1.20560965
1.21262,1.000280384621728,1.2131471428571428,1.2128264285714287,1.2124833333333334,1.20562825
1.21271,0.9999257860494265,1.213194285714286,1.2128714285714286,1.2125180952380952,1.2056448
1.21307,0.9997032322949211,1.213242857142857,1.2129364285714286,1.212582380952381,1.2056703
1.21307,1.0,1.2131814285714289,1.2129664285714286,1.2126409523809525,1.2056948
1.21325,0.9998516381619618,1.2130228571428572,1.2129885714285715,1.2127052380952381,1.20572325
1.21303,1.0001813640223243,1.2129585714285713,1.2130385714285714,1.212782380952381,1.205746
1.21315,0.9999010839549933,1.2129857142857143,1.2130957142857142,1.21285,1.2057683
1.21305,1.000082436832777,1.213047142857143,1.2130971428571429,1.2129,1.2057912499999999
1.2128700000000001,1.0001484083207597,1.21307,1.2131321428571429,1.212937619047619,1.2058213
1.21273,1.000115442019246,1.2130214285714287,1.2131321428571429,1.2129647619047619,1.2058501
1.21198,1.0006188220927739,1.2128657142857142,1.2130235714285715,1.212932857142857,1.20587615
1.21193,1.0000412565082142,1.2126771428571428,1.21285,1.212884761904762,1.20590255
1.21224,0.999744275061044,1.2125642857142858,1.2127614285714288,1.2128804761904761,1.2059354
1.21313,0.9992663605714144,1.2125614285714286,1.2127735714285712,1.212917619047619,1.20597135
1.21253,1.000494833117531,1.2124871428571429,1.212767142857143,1.2128938095238095,1.20600325
1.21153,1.0008254025901133,1.2122957142857143,1.2126828571428572,1.2128533333333333,1.2060271
1.2103,1.0010162769561266,1.2119485714285714,1.2124850000000003,1.2127376190476191,1.2060447
1.21083,0.9995622837227355,1.2117842857142858,1.2123249999999999,1.2126104761904763,1.206057
1.21088,0.999958707716702,1.2116342857142857,1.2121557142857142,1.2124447619047618,1.20606975
1.21067,1.0001734576721981,1.21141,1.211987142857143,1.2123109523809523,1.2060824
1.21125,0.9995211558307533,1.2111414285714286,1.2118514285714286,1.2122295238095238,1.2061009
1.20871,1.0021014139040796,1.2105957142857142,1.2115414285714288,1.2120433333333334,1.2061049499999998
1.2092,0.9995947734039033,1.210262857142857,1.2112792857142858,1.2118761904761906,1.2061156
1.21193,0.9977473946515063,1.2104957142857142,1.2112221428571428,1.2118219047619045,1.2061408999999998
1.21251,0.9995216534296624,1.2107357142857142,1.2112599999999998,1.2117952380952381,1.20616015
1.21232,1.0001567242972151,1.2109414285714286,1.2112878571428571,1.2117509523809522,1.2061883
1.21214,1.0001484976982857,1.2111514285714284,1.211280714285714,1.2117085714285714,1.2062314
1.21158,1.0004622063751465,1.2111985714285716,1.2111699999999999,1.2116338095238095,1.2062754
1.21185,0.9997772001485332,1.211647142857143,1.2111214285714287,1.2115766666666667,1.20631535
1.21189,0.9999669937040492,1.2120314285714286,1.211147142857143,1.21153,1.2063507999999998
1.21229,0.9996700459461019,1.212082857142857,1.2112892857142856,1.2115090476190475,1.2064007
1.21205,1.0001980116331834,1.212017142857143,1.2113764285714286,1.2115123809523811,1.2064472499999999
1.21211,0.9999504995421208,1.211987142857143,1.2114642857142857,1.2115209523809523,1.2064982
1.21271,0.99950524032951,1.2120685714285713,1.21161,1.2115433333333334,1.20655235
1.21326,0.9995466758979938,1.2123085714285715,1.2117535714285714,1.211549523809524,1.2066097999999998
1.21343,0.999859901271602,1.2125342857142858,1.2120907142857145,1.211592380952381,1.20666705
1.2132100000000001,1.0001813371139374,1.2127228571428572,1.212377142857143,1.211672380952381,1.2067146000000002
1.21378,0.9995303926576481,1.2129357142857145,1.2125092857142856,1.2118380952380954,1.2067621
1.21345,1.0002719518727596,1.2131357142857144,1.2125764285714287,1.2119628571428571,1.20680785
1.21332,1.0001071440345497,1.2133085714285714,1.2126478571428572,1.2120790476190475,1.20685615
1.21398,0.9994563337122522,1.21349,1.2127792857142856,1.2122366666666666,1.206904
1.21347,1.0004202823308364,1.2135200000000002,1.2129142857142858,1.212342380952381,1.2069479
1.21336,1.0000906573481902,1.2135099999999999,1.213022142857143,1.2125638095238096,1.20699155
1.2133,1.0000494519080194,1.2135228571428571,1.2131228571428572,1.2127590476190477,1.2070372
1.21304,1.0002143375321508,1.2134171428571427,1.2131764285714286,1.2128119047619048,1.2070808499999999
1.21268,1.0002968631460896,1.213307142857143,1.2132214285714285,1.21282,1.2071223
1.2124,1.000230946882217,1.2131757142857142,1.2132421428571427,1.2128238095238095,1.20716555
1.21315,0.9993817747187075,1.2130571428571428,1.2132735714285714,1.2128719047619048,1.2072126
1.21366,0.9995797834648913,1.2130842857142856,1.2133021428571429,1.2129709523809522,1.2072652
1.21309,1.0004698744528435,1.2130457142857143,1.2132778571428573,1.21303,1.2073192
1.21311,0.9999835134489041,1.2130185714285713,1.2132707142857144,1.2130880952380951,1.2073742
1.21304,1.000057706258656,1.2130185714285715,1.2132178571428571,1.2131238095238095,1.2074314
1.21305,0.9999917563167222,1.2130714285714286,1.2131892857142856,1.2131714285714286,1.2074913500000002
1.21274,1.0002556195062422,1.21312,1.2131478571428571,1.2132014285714285,1.2075465
1.21271,1.0000247379835245,1.2130571428571426,1.2130571428571426,1.2132014285714285,1.2075968000000001
1.2132,0.9995961094625783,1.2129914285714285,1.2130378571428573,1.2131985714285716,1.2076573499999999
1.21373,0.9995633295708272,1.2130828571428574,1.2130642857142857,1.213212857142857,1.2077141999999998
1.21426,0.9995635201686625,1.2132471428571427,1.2131328571428572,1.2132628571428572,1.2077722
1.21455,0.9997612284385162,1.2134628571428572,1.2132407142857142,1.2132995238095237,1.2078313999999999
1.21466,0.9999094396785931,1.213692857142857,1.2133821428571427,1.2133571428571428,1.207892
1.21396,1.0005766252594814,1.213867142857143,1.2134935714285715,1.213387619047619,1.2079453
1.21366,1.0002471861971227,1.2140028571428572,1.21353,1.213372380952381,1.20799605
1.21394,0.9997693460961826,1.2141085714285715,1.21355,1.213394761904762,1.20804935
1.21307,1.0007171886206072,1.214014285714286,1.2135485714285714,1.2133809523809522,1.2080941
1.21552,0.9979844017375281,1.2141942857142856,1.2137207142857143,1.2134866666666666,1.2081537500000001
1.21526,1.0002139459868669,1.2142957142857143,1.2138792857142857,1.2135923809523808,1.20821265
1.2163599999999999,0.9990956624683482,1.2145385714285712,1.2141157142857142,1.213767619047619,1.2082783499999998
1.21652,0.9998684772958931,1.2149042857142855,1.2143857142857144,1.2139638095238094,1.2083517499999998
1.21505,1.0012098267561007,1.2151028571428573,1.2145528571428572,1.2140542857142858,1.2084172499999999
1.21084,1.0034769251098412,1.21466,1.2143842857142855,1.2139199999999999,1.20846295
1.20974,1.0009092862929223,1.2141842857142857,1.2140992857142856,1.2137604761904761,1.2085060499999998
1.21192,0.9982012013994322,1.21367,1.2139321428571428,1.2137038095238095,1.20856155
1.2107,1.0010076815065665,1.2130185714285715,1.2136571428571428,1.213592380952381,1.2086184500000001
1.21089,0.9998430906192967,1.2122371428571428,1.2133878571428571,1.2134895238095238,1.20868
1.21125,0.999702786377709,1.2114842857142858,1.2131942857142857,1.2134185714285715,1.2087425
